minute,TEMP(°C),grade
0,23.534,92.0%
1,23.475666666666665,
2,23.418333333333333,
3,23.354333333333333,
4,23.30233333333333,
5,23.252666666666663,
6,23.215666666666667,
7,23.18066666666667,
8,23.14966666666667,
9,23.122,
10,23.105,
11,23.086,
12,23.068,
13,23.047666666666668,
14,23.034333333333336,
15,23.027333333333335,
16,23.01066666666667,
17,23.017,
18,23.224,
19,23.933666666666667,
20,24.709666666666667,
21,25.355,
22,25.861,
23,26.235333333333337,
24,26.49866666666667,
25,26.675333333333334,
26,26.793,
27,26.875666666666667,
28,26.959666666666667,
29,27.013666666666666,
30,27.064,
31,27.135,
32,27.232666666666667,
33,27.349666666666668,
34,27.44333333333333,
35,27.523333333333333,
36,27.594,
37,27.691666666666663,
38,27.805999999999997,
39,27.928,
40,28.055,
41,28.187666666666665,
42,28.297,
43,28.385333333333335,
44,28.482000000000003,
45,28.579,
46,28.675,
47,28.76833333333333,
48,28.852333333333338,
49,28.927,
50,28.98933333333333,
51,29.031,
52,29.071,
53,29.098666666666663,
54,29.14033333333333,
55,29.190333333333335,
56,29.247333333333337,
57,29.312666666666665,
58,29.371666666666663,
59,29.43133333333333,
60,29.481,
61,29.53,
62,29.558333333333337,
63,29.592,
64,29.624666666666663,
65,29.646333333333335,
66,29.682333333333336,
67,29.71333333333333,
68,29.729333333333333,
69,29.743333333333332,
70,29.753,
71,29.778666666666663,
72,29.828,
73,29.862666666666662,
74,29.88566666666667,
75,29.900333333333332,
76,29.936,
77,29.980666666666664,
78,30.028333333333332,
79,30.084666666666667,
80,30.138333333333332,
81,30.170333333333335,
82,30.186333333333337,
83,30.19,
84,30.204333333333334,
85,30.199666666666666,
86,30.187,
87,30.170666666666666,
88,30.169333333333334,
89,30.167333333333332,
90,30.153,
91,30.135,
92,30.118666666666662,
93,30.104,
94,30.107666666666667,
95,30.116,
96,30.089,
97,30.06066666666667,
98,30.021,
99,29.997666666666664,
100,29.96033333333333,
101,29.939666666666664,
102,29.908,
103,29.864,
104,29.843,
105,29.799666666666667,
106,29.754666666666665,
107,29.734333333333332,
108,29.7,
109,29.658666666666665,
110,29.655,
111,29.661333333333335,
112,29.682,
113,29.666666666666668,
114,29.639333333333333,
115,29.603,
116,29.572333333333333,
117,29.546,
118,29.498,
119,29.463,
120,29.436,
121,29.4,
122,29.352333333333338,
123,29.288666666666664,
124,29.237666666666662,
125,29.163333333333338,
126,28.884666666666664,
127,28.496,
128,28.125666666666667,
129,27.822666666666667,
130,27.605,
131,27.47533333333333,
132,27.471333333333337,
133,27.587666666666667,
134,27.735,
135,27.76033333333333,
136,27.682666666666663,
137,27.570666666666668,
138,27.437,
139,27.28166666666667,
140,27.072333333333333,
