minute,TEMP(°C),grade
0,22.321666666666665,85.0%
1,22.23966666666667,
2,22.184666666666665,
3,22.260666666666665,
4,22.314,
5,19.211166666666667,
6,17.4745,
7,16.421166666666668,
8,15.550999999999998,
9,18.326166666666666,
10,19.18566666666667,
11,19.890333333333334,
12,20.270666666666667,
13,20.438166666666667,
14,20.560333333333336,
15,20.651999999999997,
16,20.73166666666667,
17,20.797,
18,20.86466666666667,
19,20.916666666666668,
20,20.961333333333332,
21,21.009,
22,21.054333333333332,
23,21.092333333333332,
24,21.12933333333333,
25,21.158333333333335,
26,22.548333333333336,
27,27.608333333333334,
28,28.050333333333334,
29,28.584,
30,28.796666666666667,
31,29.023333333333333,
32,29.091666666666665,
33,29.321666666666665,
34,29.284333333333333,
35,29.399,
36,29.822999999999997,
37,30.009666666666664,
38,30.092,
39,30.259,
40,30.340666666666667,
41,30.447333333333333,
42,30.39466666666667,
43,30.341333333333335,
44,30.473666666666663,
45,30.523666666666667,
46,30.418666666666663,
47,30.476333333333333,
48,30.56,
49,30.645666666666667,
50,30.701666666666668,
51,30.783,
52,30.918333333333333,
53,31.03966666666667,
54,31.26966666666667,
55,31.606,
56,31.819333333333336,
57,31.9705,
58,32.172999999999995,
59,32.35,
60,32.509499999999996,
61,32.686,
62,32.82566666666666,
63,32.95583333333333,
64,33.17816666666667,
65,33.3825,
66,33.56466666666667,
67,33.698,
68,33.867666666666665,
69,33.99366666666667,
70,34.10616666666667,
71,34.20166666666667,
72,34.21816666666667,
73,34.26266666666667,
74,34.29366666666667,
75,34.29866666666667,
76,34.340500000000006,
77,34.3545,
78,34.448,
79,34.52583333333334,
80,34.615833333333335,
81,34.67966666666666,
82,34.748666666666665,
83,34.80233333333333,
84,34.850500000000004,
85,34.903,
86,34.918,
87,34.93833333333334,
88,34.972166666666666,
89,35.001999999999995,
90,35.074666666666666,
91,35.08766666666667,
92,35.119,
93,35.141666666666666,
94,35.10716666666667,
95,35.089333333333336,
96,35.03283333333333,
97,35.00633333333334,
98,34.98766666666667,
99,35.006499999999996,
100,34.998333333333335,
101,34.975833333333334,
102,34.98466666666666,
103,34.934666666666665,
104,34.90833333333333,
105,34.92466666666667,
106,34.89483333333333,
107,34.921,
108,34.9535,
109,34.919666666666664,
110,34.91766666666667,
111,34.91266666666666,
112,34.908,
113,34.93066666666667,
114,34.936,
115,34.92266666666667,
116,34.919,
117,34.915333333333336,
118,34.887166666666666,
119,34.81733333333333,
120,34.7885,
121,34.7265,
122,34.6935,
123,34.62883333333333,
124,34.591,
125,34.561,
126,34.56366666666667,
127,34.57566666666666,
128,34.571,
129,34.631,
130,34.66416666666667,
131,34.76733333333333,
132,34.855333333333334,
133,34.90933333333333,
134,34.94416666666667,
135,35.02766666666666,
136,34.99533333333333,
137,34.86033333333333,
138,34.5465,
139,28.918,
140,27.921,
141,26.863666666666667,
142,26.236,
143,25.1,
144,23.670666666666666,
145,22.082666666666668,
146,22.541333333333338,
147,22.711,
148,22.822333333333333,
149,23.092,
