minute,TEMP(°C),grade
0,22.668333333333333,90.0%
1,22.595333333333333,
2,22.666333333333338,
3,22.71966666666667,
4,22.713666666666665,
5,21.840666666666667,
6,21.468666666666667,
7,21.700666666666667,
8,20.651833333333332,
9,20.843,
10,21.28966666666667,
11,21.347,
12,21.43,
13,21.46033333333333,
14,21.46933333333333,
15,21.485,
16,21.517333333333333,
17,22.109666666666666,
18,29.341,
19,29.708333333333332,
20,30.01966666666667,
21,30.238999999999997,
22,30.478666666666665,
23,30.695,
24,30.810666666666663,
25,30.910666666666668,
26,31.071666666666665,
27,31.341,
28,31.435666666666663,
29,31.441333333333333,
30,31.41466666666667,
31,31.414,
32,31.480666666666664,
33,31.622,
34,31.810333333333332,
35,31.9905,
36,32.11266666666667,
37,32.182833333333335,
38,32.269,
39,32.3695,
40,32.42966666666667,
41,32.440666666666665,
42,32.474833333333336,
43,32.43566666666667,
44,32.428333333333335,
45,32.580666666666666,
46,32.70633333333333,
47,32.83733333333333,
48,32.970166666666664,
49,33.032666666666664,
50,33.086666666666666,
51,33.138666666666666,
52,33.23866666666667,
53,33.29833333333333,
54,33.307,
55,33.32483333333333,
56,33.4165,
57,33.52666666666667,
58,33.61983333333333,
59,33.76766666666666,
60,33.89483333333333,
61,33.95166666666667,
62,34.018166666666666,
63,34.10033333333333,
64,34.14416666666667,
65,34.18533333333333,
66,34.224000000000004,
67,34.281333333333336,
68,34.32216666666667,
69,34.3835,
70,34.391333333333336,
71,34.449333333333335,
72,34.48633333333333,
73,34.506,
74,34.57966666666667,
75,34.67316666666667,
76,34.73966666666667,
77,34.79833333333333,
78,34.82483333333334,
79,34.861666666666665,
80,34.86983333333333,
81,34.885666666666665,
82,34.959833333333336,
83,35.04083333333333,
84,35.105000000000004,
85,35.155166666666666,
86,35.212333333333326,
87,35.25933333333333,
88,35.275999999999996,
89,35.26833333333333,
90,35.27166666666667,
91,35.316500000000005,
92,35.376999999999995,
93,35.438,
94,35.48316666666667,
95,35.487,
96,35.5285,
97,35.58133333333333,
98,35.571000000000005,
99,35.583666666666666,
100,35.58266666666667,
101,35.624500000000005,
102,35.65533333333334,
103,35.68633333333333,
104,35.75666666666667,
105,35.778000000000006,
106,35.775999999999996,
107,35.775666666666666,
108,35.82283333333333,
109,35.84433333333333,
110,35.81283333333333,
111,35.76266666666667,
112,35.81033333333333,
113,35.852833333333336,
114,35.8745,
115,35.866166666666665,
116,35.86266666666666,
117,35.86666666666667,
118,35.81933333333333,
119,35.806000000000004,
120,35.836666666666666,
121,35.877500000000005,
122,35.8615,
123,35.83316666666667,
124,35.815333333333335,
125,35.791666666666664,
126,35.81183333333333,
127,35.82666666666667,
128,35.82216666666667,
129,35.82783333333334,
130,35.793,
131,35.794333333333334,
132,35.841833333333334,
133,35.857499999999995,
134,35.913,
135,35.91566666666667,
136,35.878166666666665,
137,35.842666666666666,
138,35.796166666666664,
139,35.73866666666667,
140,35.714333333333336,
141,35.687,
142,35.702666666666666,
143,35.741,
144,35.76933333333333,
145,35.81583333333333,
146,35.82816666666667,
147,35.840333333333334,
148,35.852833333333336,
149,35.82383333333333,
150,35.81766666666667,
151,35.816833333333335,
152,35.8415,
153,35.88766666666666,
154,35.94733333333333,
155,35.99,
156,36.022166666666664,
157,36.028,
158,36.010666666666665,
159,36.033166666666666,
160,36.04233333333333,
161,36.01683333333334,
162,35.979000000000006,
163,35.92033333333333,
164,35.88483333333333,
165,35.8355,
166,35.82166666666667,
167,35.84283333333334,
168,35.84116666666667,
169,35.81483333333333,
170,35.79466666666667,
171,35.76566666666667,
172,35.74966666666667,
173,35.71783333333333,
174,35.751,
175,35.81433333333334,
176,35.86983333333333,
177,35.90566666666666,
178,35.900999999999996,
179,35.89233333333333,
180,35.89,
181,35.874,
182,35.88866666666666,
183,35.8315,
184,35.82166666666667,
185,35.827666666666666,
186,35.83433333333333,
187,35.8065,
188,35.80766666666667,
189,35.85766666666667,
190,35.928,
191,35.97683333333334,
192,36.007,
193,35.97966666666667,
194,35.94266666666667,
195,35.93666666666666,
196,35.89833333333333,
197,35.91333333333333,
198,35.92833333333333,
199,35.940333333333335,
200,35.914,
201,35.877500000000005,
202,35.882333333333335,
203,35.87983333333333,
204,35.826,
205,35.8195,
206,35.82616666666667,
207,35.785999999999994,
208,25.131333333333338,
209,22.405,
210,21.111666666666668,
211,20.159666666666663,
212,19.4395,
213,18.894333333333336,
214,19.12316666666667,
215,18.862833333333334,
216,18.652833333333337,
217,18.670666666666666,
218,19.127333333333336,
219,18.310333333333336,
220,18.87816666666667,
221,18.59466666666667,
222,18.4855,
223,19.15583333333333,
224,20.186333333333337,
225,20.22716666666667,
226,20.599333333333337,
227,20.849,
228,21.139333333333337,
229,21.403,
230,21.56433333333333,
231,21.682666666666663,
232,21.795666666666666,
233,21.899,
234,22.002,
235,22.134666666666664,
236,22.249666666666663,
237,22.355,
238,22.446,
239,22.533,
