minute,TEMP(°C),grade
0,21.91433333333333,64.0%
1,21.790333333333333,
2,21.761666666666667,
3,21.834666666666667,
4,21.83133333333333,
5,19.740333333333336,
6,18.981833333333334,
7,18.42716666666667,
8,18.02316666666667,
9,19.336333333333336,
10,19.689833333333336,
11,19.89466666666667,
12,20.045833333333334,
13,20.163833333333333,
14,20.2635,
15,20.331,
16,20.399,
17,20.452333333333332,
18,20.504,
19,20.541666666666668,
20,20.582333333333334,
21,20.618999999999996,
22,20.657,
23,20.683333333333337,
24,20.705,
25,20.722333333333335,
26,20.746,
27,20.767,
28,20.787333333333333,
29,20.819,
30,20.83,
31,20.857333333333333,
32,20.617166666666662,
33,21.642999999999997,
34,29.115666666666662,
35,29.94066666666667,
36,30.201,
37,30.243,
38,30.174,
39,30.206000000000003,
40,30.123333333333335,
41,29.845,
42,29.954,
43,30.156333333333336,
44,29.960666666666665,
45,29.915000000000003,
46,29.98,
47,29.895,
48,29.997333333333337,
49,30.039,
50,29.869333333333337,
51,29.81566666666667,
52,29.98033333333333,
53,30.224666666666668,
54,30.182666666666663,
55,30.452,
56,30.495333333333335,
57,30.527,
58,30.380999999999997,
59,30.361,
60,30.42,
61,30.34,
62,30.459999999999997,
63,30.53,
64,30.538,
65,30.304333333333332,
66,30.434,
67,30.272,
68,30.406,
69,30.676333333333332,
70,30.43433333333333,
71,30.525,
72,30.745,
73,30.647,
74,30.200666666666667,
75,30.13266666666667,
76,30.605666666666664,
77,30.321666666666665,
78,30.362666666666662,
79,30.485666666666663,
80,30.645666666666667,
81,30.715,
82,30.69633333333333,
83,30.873,
84,30.776333333333337,
85,30.506000000000004,
86,30.297,
87,30.093,
88,29.918666666666663,
89,29.836666666666662,
90,30.272333333333332,
91,30.098333333333336,
92,30.291666666666668,
93,30.597,
94,30.708333333333332,
95,30.63566666666667,
96,30.653,
97,30.784666666666663,
98,30.866,
99,30.934666666666665,
100,31.063,
101,31.057666666666663,
102,30.859666666666666,
103,31.128333333333337,
104,31.214,
105,31.105666666666664,
106,31.400666666666663,
107,31.076,
108,31.231666666666666,
109,31.584666666666667,
110,31.641,
111,31.311333333333337,
112,31.589666666666663,
113,31.295666666666666,
114,31.756666666666664,
115,31.773,
116,31.595333333333333,
117,31.586,
118,31.319333333333336,
119,31.343666666666667,
120,31.272333333333332,
121,31.304,
122,31.336666666666662,
123,31.447333333333333,
124,31.253333333333337,
125,31.158,
126,31.574666666666666,
127,31.528,
128,31.533333333333335,
129,31.71966666666667,
130,31.53533333333333,
131,31.805,
132,31.657,
133,31.9765,
134,31.815833333333337,
135,31.307333333333336,
136,31.121666666666663,
137,31.06566666666667,
138,30.925666666666665,
139,28.801,
140,24.437,
141,25.312333333333335,
142,24.674333333333333,
143,23.100666666666665,
144,21.515666666666668,
145,19.90533333333333,
146,20.5305,
147,20.79866666666667,
148,20.967,
149,21.089666666666663,
