minute,TEMP(°C),grade
0,22.317333333333337,55.0%
1,22.279666666666667,
2,22.392333333333333,
3,22.463,
4,22.432,
5,21.542,
6,21.358,
7,21.305999999999997,
8,20.406166666666667,
9,20.93166666666667,
10,21.151666666666664,
11,21.189333333333337,
12,21.28033333333333,
13,21.334666666666667,
14,21.346333333333337,
15,21.361333333333334,
16,21.383666666666667,
17,21.41433333333333,
18,24.898333333333333,
19,27.147666666666662,
20,27.187666666666665,
21,27.172333333333334,
22,27.19066666666667,
23,27.161333333333335,
24,27.127666666666663,
25,27.258666666666667,
26,27.632333333333335,
27,27.652333333333335,
28,27.888333333333332,
29,28.055666666666664,
30,27.46066666666667,
31,27.362666666666662,
32,27.39466666666667,
33,27.46333333333333,
34,27.545333333333335,
35,27.615333333333336,
36,27.59733333333333,
37,27.658666666666665,
38,27.665000000000003,
39,27.588,
40,27.491333333333333,
41,27.502,
42,27.511333333333333,
43,27.546,
44,27.59333333333333,
45,27.626,
46,27.581,
47,27.548333333333336,
48,27.588,
49,27.632333333333335,
50,27.633,
51,27.511666666666667,
52,27.646333333333335,
53,27.597666666666665,
54,27.614666666666665,
55,27.684666666666665,
56,27.76033333333333,
57,27.846666666666668,
58,27.757,
59,27.674,
60,27.61433333333333,
61,27.659666666666663,
62,27.680333333333337,
63,27.737,
64,27.8,
65,27.683333333333337,
66,27.689666666666668,
67,27.678,
68,27.732666666666667,
69,27.796333333333333,
70,27.917666666666666,
71,27.961666666666662,
72,28.066333333333333,
73,28.496333333333332,
74,28.445333333333338,
75,28.401666666666664,
76,28.264333333333333,
77,28.278333333333332,
78,28.595333333333333,
79,28.573,
80,28.529666666666667,
81,28.936,
82,29.108666666666668,
83,29.089333333333336,
84,29.271333333333335,
85,29.238,
86,29.344,
87,29.686,
88,29.529333333333337,
89,29.333,
90,29.395333333333333,
91,29.497666666666664,
92,29.347,
93,29.298333333333336,
94,29.53166666666667,
95,29.48966666666667,
96,29.57,
97,29.379,
98,29.365,
99,29.363333333333333,
100,29.409,
101,29.39,
102,29.626666666666665,
103,29.678333333333335,
104,29.653,
105,29.723333333333336,
106,29.885666666666665,
107,30.011333333333333,
108,30.001,
109,29.979333333333333,
110,29.624666666666663,
111,29.426666666666662,
112,29.38,
113,29.463666666666665,
114,29.46533333333333,
115,29.378,
116,29.292333333333332,
117,29.373,
118,29.551333333333332,
119,29.473666666666663,
120,29.422,
121,29.680333333333333,
122,29.726999999999997,
123,29.748333333333335,
124,29.72266666666667,
125,29.812,
126,29.944000000000003,
127,29.757333333333335,
128,29.687333333333335,
129,29.633,
130,29.631333333333338,
131,29.727,
132,29.647333333333332,
133,28.96833333333333,
134,27.624666666666663,
135,27.747666666666664,
136,27.775666666666663,
137,27.829666666666665,
138,27.919666666666668,
139,27.961,
140,27.973666666666663,
141,28.044333333333334,
142,28.096333333333337,
143,28.135,
144,28.145,
145,28.142999999999997,
146,28.166333333333338,
147,28.165666666666667,
148,28.161333333333335,
149,28.175,
150,28.186,
151,28.202,
152,28.239333333333335,
153,28.28666666666667,
154,28.356,
155,28.312,
156,28.312,
157,28.300666666666665,
158,28.224,
159,28.134333333333338,
160,28.24233333333333,
161,28.3,
162,28.314666666666664,
163,28.341,
164,28.343666666666667,
165,28.346333333333337,
166,28.338666666666665,
167,28.345333333333333,
168,28.330333333333332,
169,28.307666666666663,
170,28.304333333333332,
171,28.264,
172,28.241333333333333,
173,28.304333333333332,
174,28.31533333333333,
175,28.238333333333333,
176,28.227666666666668,
177,28.23033333333333,
178,28.233,
179,28.253666666666668,
180,28.322666666666667,
181,28.246333333333332,
182,28.267,
183,28.238,
184,28.325,
185,28.77266666666667,
186,29.337666666666667,
187,29.534666666666663,
188,29.822333333333333,
189,30.027333333333335,
190,29.958666666666662,
191,29.918333333333333,
192,29.801,
193,29.892,
194,29.861333333333334,
195,29.699666666666666,
196,29.786,
197,29.697333333333333,
198,29.793333333333333,
199,29.853333333333335,
200,29.820666666666668,
201,29.854333333333333,
202,29.893666666666668,
203,29.883,
204,29.744000000000003,
205,29.68,
206,29.599333333333337,
207,28.293,
208,22.775333333333332,
209,21.507333333333335,
210,21.57,
211,20.0185,
212,20.728,
213,18.847166666666663,
214,18.7735,
215,18.091333333333335,
216,17.767833333333332,
217,17.369000000000003,
218,17.012333333333334,
219,17.139499999999998,
220,17.22716666666667,
221,17.0005,
222,16.785333333333334,
223,18.195666666666668,
224,19.790833333333335,
225,20.093,
226,20.458166666666667,
227,20.840333333333337,
228,21.244666666666667,
229,21.426333333333332,
230,21.53033333333333,
231,21.630333333333333,
232,21.70966666666667,
233,21.778666666666663,
234,21.877,
235,22.038,
236,22.130333333333333,
237,22.234666666666666,
238,22.300333333333334,
239,22.382,
