minute,TEMP(°C),grade
0,22.084,39.0%
1,22.048333333333336,
2,22.103666666666665,
3,22.075333333333333,
4,22.115,
5,18.156166666666667,
6,14.929,
7,13.654,
8,12.802666666666664,
9,16.6665,
10,18.004166666666666,
11,19.27583333333333,
12,19.684833333333337,
13,19.912333333333333,
14,20.067666666666664,
15,20.2025,
16,20.316,
17,20.398666666666667,
18,20.4765,
19,20.542,
20,20.6,
21,22.304666666666662,
22,22.14333333333333,
23,26.953,
24,30.729,
25,31.12633333333333,
26,31.003,
27,30.639666666666663,
28,30.60033333333333,
29,30.888,
30,31.197333333333333,
31,31.016333333333332,
32,30.808666666666667,
33,30.841333333333335,
34,30.866666666666667,
35,30.912333333333333,
36,31.11733333333333,
37,31.106333333333332,
38,31.127,
39,31.055,
40,30.941,
41,31.285666666666668,
42,31.550333333333334,
43,31.971,
44,32.07933333333333,
45,32.09616666666667,
46,32.17933333333333,
47,32.26266666666667,
48,32.349333333333334,
49,32.446,
50,32.458666666666666,
51,32.498000000000005,
52,32.52466666666667,
53,32.554,
54,32.60016666666667,
55,32.74883333333334,
56,32.8745,
57,32.92966666666667,
58,32.98966666666667,
59,32.9845,
60,33.036500000000004,
61,33.089666666666666,
62,33.073,
63,33.122,
64,33.26133333333333,
65,33.21966666666667,
66,33.166666666666664,
67,33.24216666666667,
68,33.2785,
69,33.42966666666667,
70,33.418,
71,33.388999999999996,
72,33.44166666666667,
73,33.35633333333333,
74,33.24666666666666,
75,33.057833333333335,
76,32.8765,
77,33.019,
78,33.089666666666666,
79,33.196999999999996,
80,33.29333333333334,
81,33.178000000000004,
82,33.054,
83,33.091,
84,33.18666666666667,
85,33.1295,
86,33.27033333333333,
87,33.182833333333335,
88,33.1745,
89,33.17433333333333,
90,33.35016666666667,
91,33.342333333333336,
92,33.46083333333333,
93,33.52133333333333,
94,33.469,
95,33.359833333333334,
96,33.44866666666667,
97,33.462,
98,33.413,
99,33.227833333333336,
100,33.03816666666667,
101,33.145,
102,33.16466666666666,
103,33.1,
104,33.20366666666667,
105,33.25566666666667,
106,32.97,
107,32.95466666666667,
108,33.04383333333333,
109,33.10933333333334,
110,33.23966666666667,
111,33.24616666666667,
112,33.2575,
113,33.134166666666665,
114,33.12466666666667,
115,33.143,
116,33.27466666666667,
117,33.413,
118,33.287333333333336,
119,33.177,
120,33.27033333333333,
121,33.156,
122,33.16283333333333,
123,33.13516666666666,
124,33.28783333333333,
125,33.35183333333333,
126,33.26766666666666,
127,33.1305,
128,33.1,
129,33.06933333333333,
130,33.095,
131,33.02616666666667,
132,33.06066666666666,
133,33.074666666666666,
134,33.20333333333333,
135,33.312,
136,33.234,
137,33.0845,
138,32.969833333333334,
139,30.047833333333333,
140,25.34,
141,25.093666666666664,
142,24.881333333333338,
143,22.638,
144,20.943499999999997,
145,19.147,
146,20.470333333333333,
147,20.9635,
148,21.172666666666665,
149,21.483333333333334,
