minute,TEMP(°C),grade
0,22.021666666666665,91.0%
1,22.051333333333332,
2,22.345333333333333,
3,22.420333333333335,
4,22.32633333333333,
5,20.4965,
6,19.25583333333333,
7,19.38,
8,18.594833333333337,
9,19.922,
10,20.817,
11,20.96833333333333,
12,21.165333333333333,
13,21.293999999999997,
14,21.303,
15,21.341,
16,21.387666666666668,
17,22.153,
18,25.535,
19,27.853666666666665,
20,29.860333333333333,
21,30.059,
22,30.182666666666663,
23,30.31566666666667,
24,30.346666666666668,
25,30.395666666666667,
26,30.44833333333333,
27,30.405,
28,30.39466666666667,
29,30.442,
30,30.49233333333333,
31,30.521333333333335,
32,30.578,
33,30.67366666666667,
34,30.649333333333335,
35,30.654,
36,30.679,
37,30.565333333333335,
38,30.551333333333332,
39,30.454,
40,30.553333333333335,
41,30.69,
42,30.646333333333335,
43,30.737,
44,30.778666666666663,
45,30.750666666666667,
46,30.800333333333334,
47,30.73033333333333,
48,30.721666666666668,
49,30.770333333333333,
50,30.837666666666667,
51,30.833333333333332,
52,30.815333333333335,
53,30.738333333333333,
54,30.689666666666668,
55,30.646666666666665,
56,30.755999999999997,
57,30.832,
58,30.882333333333335,
59,30.865,
60,30.966666666666665,
61,30.997,
62,31.123333333333335,
63,31.158333333333335,
64,31.034,
65,30.969666666666665,
66,30.971333333333337,
67,31.012333333333338,
68,31.056,
69,31.033333333333335,
70,31.002,
71,30.936,
72,30.912333333333333,
73,30.918,
74,30.799666666666667,
75,30.662333333333333,
76,30.734,
77,30.751,
78,30.651333333333337,
79,30.62333333333333,
80,30.637666666666668,
81,30.562333333333335,
82,30.63233333333333,
83,30.610666666666663,
84,30.499,
85,30.383666666666667,
86,30.407333333333337,
87,30.403,
88,30.357666666666667,
89,30.29733333333333,
90,30.270666666666667,
91,30.187333333333335,
92,30.18866666666667,
93,30.169666666666668,
94,30.139999999999997,
95,30.081,
96,30.083333333333332,
97,30.134333333333338,
98,30.13533333333333,
99,30.003666666666668,
100,29.858,
101,29.887,
102,30.01066666666667,
103,29.92,
104,29.917,
105,29.897333333333332,
106,29.946,
107,29.959333333333333,
108,30.055333333333333,
109,30.14833333333333,
110,29.988333333333333,
111,29.846666666666668,
112,29.898333333333333,
113,30.014333333333337,
114,30.059666666666665,
115,29.996,
116,29.848666666666663,
117,29.712,
118,29.659,
119,29.728,
120,29.76033333333333,
121,29.77466666666667,
122,29.807,
123,29.757333333333335,
124,29.704666666666665,
125,29.774333333333335,
126,29.778666666666663,
127,29.812333333333335,
128,29.82133333333333,
129,29.822,
130,29.71966666666667,
131,29.663666666666664,
132,29.653,
133,29.652,
134,29.566,
135,29.494333333333337,
136,29.430999999999997,
137,29.462666666666667,
138,29.445666666666668,
139,29.252333333333336,
140,29.089666666666663,
141,29.098333333333336,
142,29.151999999999997,
143,29.120333333333335,
144,29.054333333333332,
145,29.040000000000003,
146,29.050666666666665,
147,29.173,
148,29.213,
149,29.437,
150,29.629,
151,29.779666666666667,
152,29.800666666666665,
153,29.826,
154,29.882,
155,29.932666666666663,
156,29.903,
157,29.870333333333335,
158,29.912666666666667,
159,29.96833333333333,
160,30.026333333333337,
161,30.054333333333332,
162,30.012666666666668,
163,29.998333333333335,
164,30.052000000000003,
165,30.067,
166,30.050666666666665,
167,30.101666666666667,
168,30.016,
169,30.004,
170,29.869333333333337,
171,29.772333333333332,
172,29.799,
173,29.815666666666665,
174,29.837666666666667,
175,29.89466666666667,
176,29.818666666666665,
177,29.745,
178,29.631666666666668,
179,29.58,
180,29.632333333333335,
181,29.641333333333332,
182,29.538333333333338,
183,29.481999999999996,
184,29.535333333333337,
185,29.598333333333336,
186,29.636,
187,29.682,
188,29.637,
189,29.548333333333336,
190,29.499,
191,29.477666666666664,
192,29.476333333333333,
193,29.45633333333333,
194,29.478,
195,29.441,
196,29.37066666666667,
197,29.322333333333333,
198,29.332666666666668,
199,29.318666666666665,
200,29.286333333333335,
201,29.312333333333335,
202,29.340333333333337,
203,29.363999999999997,
204,27.871666666666663,
205,25.026333333333337,
206,24.555999999999997,
207,24.723666666666663,
208,24.398000000000003,
209,24.559,
210,24.19066666666667,
211,23.889166666666664,
212,23.977333333333338,
213,22.5785,
214,19.734166666666667,
215,18.53533333333333,
216,18.2085,
217,18.139666666666667,
218,18.349666666666668,
219,19.1275,
220,19.12933333333333,
221,19.077166666666663,
222,18.7845,
223,19.302333333333333,
224,20.258666666666667,
225,20.599,
226,20.685,
227,20.735666666666667,
228,20.691,
229,20.784666666666663,
230,20.886666666666667,
231,20.964333333333332,
232,21.058333333333337,
233,21.155,
234,21.249,
235,21.66166666666667,
236,21.899333333333335,
237,22.027,
238,22.130333333333333,
239,22.23033333333333,
