minute,ACC(g),grade
0,9.837208646088015,64.0%
1,9.857743412818913,
2,9.818123442105389,
3,9.934518812461915,
4,10.078618303803902,
5,10.237726234386,
6,10.03567733519975,
7,10.076365286744537,
8,10.090229331662435,
9,10.024944517115454,
10,9.842571646003591,
11,9.59701442856671,
12,9.394042392613612,
13,9.387069333142671,
14,9.386972636453311,
15,9.387037121532414,
16,9.387001296488467,
17,9.38720191673456,
18,9.38734521691034,
19,9.387381041954283,
20,9.38761820180171,
21,9.387595992217957,
22,9.387767962513374,
23,9.387803777472836,
24,9.38790408759588,
25,9.387925582622248,
26,9.38820501796502,
27,9.38813336787713,
28,9.388305328088068,
29,9.388248008017756,
30,9.38814769789471,
31,9.388599093448416,
32,9.606548803982568,
33,10.275345728520696,
34,10.10963244751794,
35,10.431669929504547,
36,10.152188259767428,
37,10.09304364668623,
38,10.178355231746108,
39,10.044595242151622,
40,10.01575439156072,
41,9.996916037094708,
42,9.981595725980611,
43,10.031497984905773,
44,9.92481177389588,
45,10.056606256521013,
46,9.895660846241435,
47,9.94138092130748,
48,9.96565976698871,
49,9.842134320636058,
50,9.972570981013009,
51,10.022321542193172,
52,10.005778944244618,
53,10.00964279862153,
54,10.007979012578993,
55,9.95945169204256,
56,9.907302719494576,
57,9.810705305444284,
58,9.896144911134837,
59,9.902466754439155,
60,10.017161788807472,
61,9.900891180229182,
62,9.820325881805465,
63,9.977994144965484,
64,9.977031872013692,
65,9.923409407355573,
66,9.850374626964854,
67,9.933337720302598,
68,9.964969385588455,
69,9.947335025419854,
70,9.92818104137196,
71,9.83275307374424,
72,10.127463008675646,
73,9.948362530158212,
74,9.934692201058784,
75,9.863936126842349,
76,9.83992885116611,
77,9.868412857800672,
78,9.899029616586464,
79,9.944762512952853,
80,9.88046824749292,
81,9.823970345110316,
82,9.95474686108531,
83,10.01056042568472,
84,9.99346763062666,
85,9.994763278358702,
86,10.01082234069736,
87,9.8245936263169,
88,9.854549294311598,
89,9.91500232245897,
90,9.909604713902644,
91,9.979116617542,
92,10.004974396581096,
93,10.005108106117572,
94,10.009841010149428,
95,10.036190651602489,
96,10.020466275999915,
97,9.92842721406551,
98,9.949137701705672,
99,9.761702851433975,
100,9.8485898260788,
101,9.877199348427832,
102,9.987674340004313,
103,9.967119008258503,
104,9.87634857823685,
105,9.901776673028465,
106,10.03302708714001,
107,10.043657154631717,
108,10.010124667743431,
109,10.010071663015152,
110,10.01391487647637,
111,9.993137005152873,
112,9.937710557595365,
113,10.006893843925528,
114,9.929460284512578,
115,9.949419163964254,
116,9.875895842415057,
117,9.950622617073602,
118,10.011955244305105,
119,10.021249474050949,
120,10.004392449157129,
121,9.962134097898744,
122,9.83638970720789,
123,9.792587305616127,
124,9.79762056953617,
125,9.795582310346528,
126,9.861878153734596,
127,9.96612451231179,
128,9.946705123822095,
129,9.829571057703047,
130,9.882331069480475,
131,9.96126981400612,
132,10.007612059174456,
133,9.95774710295216,
134,9.961455425166628,
135,10.27720110337643,
136,10.08252661875316,
137,10.258407846386268,
138,10.15701706811664,
139,10.000065482517789,
140,10.102436988858216,
141,10.031372258661175,
142,10.163929739602732,
143,11.880230204926985,
144,10.658632015345328,
145,10.413344711568982,
146,9.977082368254251,
147,10.08497106922343,
148,10.008596386765126,
149,9.889657857214337,
