minute,ACC(g),grade
0,9.342529410251329,71.0%
1,9.341911896377203,
2,9.342732111951614,
3,9.342500754589404,
4,9.342664931582595,
5,9.347467280598352,
6,9.341912487064867,
7,9.33869634065764,
8,9.346864477413035,
9,9.3466717037765,
10,9.354988160854218,
11,9.351941362628958,
12,9.35194111049266,
13,9.35472602503367,
14,9.35209441296107,
15,9.352336004563249,
16,9.351642941984377,
17,10.059966801314197,
18,10.871223095786034,
19,10.273254911606204,
20,9.819978777540436,
21,10.205427105847605,
22,9.964720691048765,
23,9.822760775122862,
24,9.792056328792604,
25,9.65097745846536,
26,9.617973023314704,
27,9.45061108574602,
28,9.653013422595013,
29,9.67112209590601,
30,9.57626818731563,
31,9.795255283955692,
32,9.63354966984678,
33,9.638216613070744,
34,9.646726017725662,
35,9.652292683473574,
36,9.698827297680106,
37,9.838526860662585,
38,9.614034127617357,
39,9.612889199706917,
40,9.594589119522864,
41,9.53967414815591,
42,9.53472901733946,
43,9.671246497626028,
44,9.660240323689967,
45,9.652239812264494,
46,9.671456849623672,
47,9.66427555852598,
48,9.63501195682969,
49,9.658754999206794,
50,9.551178495348177,
51,9.626700315337404,
52,9.658606584306831,
53,9.696287445835804,
54,9.649971036386177,
55,9.698855899758422,
56,9.595995104916462,
57,9.64373155223867,
58,9.509659773022756,
59,9.63191547597328,
60,9.653768095629156,
61,9.72093532300988,
62,9.586699458144954,
63,9.603787250573612,
64,9.599172341804367,
65,9.70677233095744,
66,9.633573028256883,
67,9.72267062395107,
68,9.606519617529983,
69,9.655712267689012,
70,9.606770873683436,
71,9.595974726683664,
72,9.596523225836185,
73,9.825324512691976,
74,9.618840829114411,
75,9.55471818158146,
76,9.407111339852104,
77,9.454044901424684,
78,9.577081450205132,
79,9.5142157131863,
80,9.513042375139586,
81,9.65221805993549,
82,9.629314505725205,
83,9.66653788380083,
84,9.675472264732669,
85,9.741283864108588,
86,9.626963160610384,
87,9.763227669910426,
88,9.519345825159215,
89,9.744722432334015,
90,9.634209266454908,
91,9.647208938396766,
92,9.380942385768073,
93,9.401139837222052,
94,9.669536923968682,
95,9.679914984156015,
96,9.679290801577038,
97,9.66752385960111,
98,9.650561647572625,
99,9.527423712472189,
100,9.664830227706837,
101,9.651584459288584,
102,9.525969918695951,
103,9.681660941227763,
104,9.5089420416928,
105,9.572430524332365,
106,9.584753963850668,
107,9.583436685232694,
108,9.646879883574552,
109,9.57311198939508,
110,9.566029407594222,
111,9.64062931477178,
112,9.628566232572071,
113,9.672177236854846,
114,9.676212597701758,
115,9.682415437213118,
116,9.685942455119877,
117,9.617709227245008,
118,9.442841686458168,
119,9.738471015032694,
120,9.74591929156676,
121,10.155977998519084,
122,9.870537472583718,
123,9.898395220534896,
124,9.67117310843997,
125,10.73964932266118,
126,9.879161636551002,
127,9.753690812691287,
128,9.993438188232773,
129,9.941459265848376,
130,9.958182649636692,
131,9.999878883921165,
132,9.909192798652509,
133,9.954782259778687,
134,10.005940540134471,
135,9.922612331380284,
136,9.86802968065176,
137,9.853131825647848,
138,9.871053103022652,
139,9.84675168871808,
140,9.892212271017668,
141,9.837835842340692,
142,9.835739541215109,
143,9.83781879367616,
144,9.835006183463705,
145,9.838380990824062,
146,9.836048350328934,
147,9.856818307783662,
148,9.799557897032852,
