minute,ACC(g),grade
0,9.82768798914216,77.0%
1,9.827988027682778,
2,9.827693517855218,
3,9.827838670909854,
4,9.828006159581948,
5,9.95211908763497,
6,9.658823654095784,
7,9.659575622217378,
8,9.667367236337322,
9,9.622059215316916,
10,9.878656887833271,
11,10.239192477144512,
12,10.090645336989777,
13,10.314181455303348,
14,10.194045000850275,
15,10.528022446043735,
16,9.91358390329468,
17,10.120237815150164,
18,10.027457636404447,
19,10.160425315725204,
20,10.205870980600906,
21,10.28631247548784,
22,10.194534556552464,
23,10.267021452186423,
24,10.3705745795028,
25,10.282968854295092,
26,10.197420679991238,
27,10.30834978946399,
28,9.977080519220156,
29,10.154824883915555,
30,10.29415292343628,
31,10.247048940477043,
32,10.219907353725976,
33,10.238254369530177,
34,10.058282492070258,
35,10.067224549942337,
36,9.841292206770992,
37,10.185460267890695,
38,9.94012477478147,
39,10.117036790614614,
40,9.863058154058852,
41,10.018625240361892,
42,10.083279394985064,
43,10.316391248108342,
44,10.067416829571274,
45,10.066240203806544,
46,10.111302910910156,
47,9.723506649731268,
48,10.039673531299476,
49,9.70183168811089,
50,9.780654755096274,
51,9.911423181123672,
52,10.0287069944133,
53,9.843918094370586,
54,9.90309072126234,
55,9.898499916969731,
56,10.067506764659184,
57,9.88652845350945,
58,9.766244293944125,
59,9.969876068810995,
60,10.060119101404036,
61,9.869611995009407,
62,9.918166480592255,
63,10.044892556294498,
64,10.13779640938558,
65,9.931168206675988,
66,10.179605828778678,
67,10.062709410261936,
68,9.683844781627476,
69,9.858125600981117,
70,9.81737098822592,
71,9.898716871753471,
72,9.76219161327148,
73,9.620337241441558,
74,9.892868967857844,
75,9.73575690292571,
76,9.785922021919434,
77,10.06384315765587,
78,9.954853244973927,
79,10.019456652445031,
80,10.048412927970851,
81,9.858265073942333,
82,9.752026015085592,
83,10.014630209431273,
84,9.946838882840082,
85,9.911023371365712,
86,9.820628562748418,
87,9.955539092467218,
88,10.023588094454997,
89,9.941316813168056,
90,9.91847442523575,
91,9.928222773265244,
92,9.9381422579928,
93,9.930361717609024,
94,9.863026383687902,
95,9.722676376530773,
96,9.918369756932355,
97,9.850087201608678,
98,9.73379239383416,
99,10.024693510688742,
100,9.929854178111466,
101,9.6903615595631,
102,10.020961891084193,
103,9.892805424332511,
104,9.958916986411404,
105,9.943148492726417,
106,9.842809929841549,
107,10.042241251083787,
108,9.87251522234777,
109,9.953766445728222,
110,10.101064039757224,
111,10.096846498924558,
112,10.033526758485966,
113,9.896848311816548,
114,9.77892996133453,
115,9.97113137270097,
116,9.960236999957756,
117,9.930321965735542,
118,9.974200237488033,
119,9.993477426379766,
120,10.164870332649237,
121,10.18405733778074,
122,10.097897431267162,
123,10.047007052794998,
124,10.021225396471973,
125,10.383634177723245,
126,10.374680788496027,
127,10.05957024227817,
128,10.025502390183602,
129,9.757559477182443,
130,9.83502857885932,
131,9.826966251620162,
132,9.727870125683223,
133,9.78947104879137,
134,9.803436750156727,
135,9.698048170585674,
136,9.688591004216672,
137,9.66834745800053,
138,9.70537414446458,
139,9.627493878381312,
140,9.627556570849103,
141,9.626509837716377,
142,9.626557510791828,
143,9.626528305055755,
144,9.626566391865294,
145,9.661246285342209,
146,9.630288632466865,
147,9.631448935583611,
148,9.630487207792006,
149,9.630046072252371,
