minute,ACC(g),grade
0,9.697522737724269,74.5%
1,9.634775310401514,
2,9.575336625107903,
3,9.597607091477492,
4,9.56503001250913,
5,9.69660800737755,
6,9.56264595935312,
7,9.624575796972636,
8,9.572222296391832,
9,9.670853894449454,
10,9.633802887464814,
11,9.65477871328025,
12,10.017687366715682,
13,10.052458536084764,
14,9.963950316410973,
15,10.267912769774917,
16,10.092108058379685,
17,10.100773406456012,
18,10.17231829291904,
19,10.16439149334043,
20,9.983870990699266,
21,10.179683750285909,
22,10.102331145869016,
23,10.227429418421057,
24,9.976600772930563,
25,10.06948176475427,
26,9.987056988314237,
27,10.047847751204111,
28,10.006810067359725,
29,10.00305110807522,
30,9.968354106443224,
31,9.969914009482002,
32,9.97976557634894,
33,9.98421125999548,
34,9.980595174214285,
35,9.9670492535538,
36,9.967568139995942,
37,9.95313955834801,
38,9.980995742252816,
39,9.952743550975766,
40,9.957326859651882,
41,9.983624417702138,
42,9.948446773529442,
43,9.924597379655433,
44,9.9825883006044,
45,9.946882754312286,
46,9.86678744386758,
47,9.862639887019265,
48,9.953451135682922,
49,9.966963823008546,
50,9.8191745991586,
51,9.780373183144269,
52,9.79907762114057,
53,9.765090187917576,
54,9.91661040158636,
55,9.895068116809837,
56,9.980761328577028,
57,9.90049612612582,
58,9.926838698263287,
59,9.919342651033215,
60,9.968074057944454,
61,9.92134900901928,
62,9.97609669519014,
63,10.013023770336014,
64,9.977748746074171,
65,9.958202873582245,
66,9.950402171991136,
67,9.72775707927136,
68,9.929132557756748,
69,9.943118558254424,
70,9.966854356812563,
71,9.81833340163593,
72,9.78034890879426,
73,9.91669002288324,
74,9.936109818424564,
75,9.939874316190345,
76,9.92606540069162,
77,9.890424391358284,
78,9.915757271948134,
79,9.95910007222099,
80,9.944310556089285,
81,9.900851668635854,
82,9.777463896765246,
83,9.92884411165711,
84,9.980877169997546,
85,9.956638653735425,
86,9.94403788045374,
87,9.980505855713998,
88,9.966398113782663,
89,9.87425238395338,
90,9.86934592219371,
91,9.977340160831424,
92,9.92578193317208,
93,9.896764273166564,
94,9.951311036275246,
95,9.975538939206876,
96,9.957180147518466,
97,9.944800295743695,
98,9.92712473951123,
99,9.929578651976202,
100,9.951603228571187,
101,9.895571374545492,
102,9.84309850500696,
103,10.00767744275038,
104,9.97959212566738,
105,9.980520944883605,
106,9.936204136686897,
107,9.896475921221322,
108,9.91409048659822,
109,9.95414714625798,
110,9.937764191843335,
111,9.862188502678787,
112,9.822267596027636,
113,9.902338533042204,
114,10.01690035439415,
115,10.070417171155974,
116,9.963768071834634,
117,9.9530361749603,
118,9.953927438499676,
119,9.852459517130196,
120,9.837091785453934,
121,9.972200388424652,
122,9.910452271849094,
123,9.935921734425389,
124,9.953965976871585,
125,10.0404535548307,
126,9.92316325549216,
127,9.916591691164736,
128,9.830243681699264,
129,9.866699998279156,
130,9.95737400802815,
131,9.971958007446364,
132,9.941589866242785,
133,9.94799516875658,
134,9.92609729073634,
135,9.960544435774985,
136,9.954906302251198,
137,10.014242059764609,
138,9.94071774843976,
139,9.958354610487566,
140,9.942230174583235,
141,9.76116617034832,
142,9.820644426857807,
143,9.967209585713716,
144,10.115041639146888,
145,9.968836609334655,
146,9.963861580644696,
147,9.951980240987885,
148,9.953514431079665,
149,9.935303730515916,
150,9.960464335465586,
151,9.9527012561578,
152,9.90171828806797,
153,9.890778129268256,
154,10.278371556239248,
155,10.630009302764234,
156,10.08957623358484,
157,9.84295370538956,
158,9.972394016973208,
159,9.940866685389466,
160,9.96967260304538,
161,9.957229160319056,
162,9.91723718132319,
163,9.959269170751716,
164,9.888819950880936,
165,10.065250175110366,
166,9.977529434003856,
167,10.0487258594445,
168,9.974989505716966,
169,10.027742573055614,
170,9.9884747577058,
171,9.933464790047942,
172,9.946919588810028,
173,10.003032450510773,
174,10.004778819811238,
175,9.874181701641737,
176,9.878576087549796,
177,9.88893080153128,
178,10.077173580936336,
179,9.91181554623722,
180,9.93061277440029,
181,9.96149058497213,
182,9.972731048215117,
183,9.964699178712172,
184,9.767345919242327,
185,9.774238307863165,
186,9.911147870996729,
187,9.765294212954515,
188,9.86338541339808,
189,9.85044746553154,
190,9.825063010000804,
191,9.813019580668373,
192,9.834567505875864,
193,10.00930515756934,
194,9.987926147016758,
195,9.927584821995612,
196,9.966524164036237,
197,9.92315609493996,
198,9.821667335185284,
199,9.809653131357186,
200,9.94516849194732,
201,9.946742754191453,
202,10.365012384074085,
203,9.968058768305015,
204,10.095980683216812,
205,10.14649049461793,
206,10.142417931039644,
207,10.20475030467143,
208,10.477655442685226,
209,10.65556921388723,
210,10.456602363903068,
211,10.037376308746984,
212,10.059881860097436,
213,9.629213376454654,
214,9.606500086229262,
215,9.62744042520938,
216,9.600989484655107,
217,9.626038905929926,
218,9.719251656359214,
219,9.75320236346166,
220,9.780959638676666,
221,9.932674325342589,
222,9.846258044017192,
223,9.794117455879668,
224,9.987037750409105,
225,9.977608171464931,
226,9.890277501313143,
227,9.857204854467184,
228,9.818126893196515,
229,9.807222145706964,
230,9.81474143687306,
231,9.8146175267455,
232,9.814658428568348,
233,9.814682145226838,
234,9.790692203692306,
235,9.697166213726767,
236,9.681018533637504,
237,9.681018533637504,
238,9.681018533637504,
239,9.681018533637504,
