minute,ACC(g),grade
0,9.769140038202028,82.0%
1,9.769686303561295,
2,9.769555380957232,
3,9.769198319309789,
4,9.768769845332852,
5,9.772279321930224,
6,9.77189153704325,
7,9.772257147422904,
8,9.775276127914212,
9,9.772047644468463,
10,9.769115166815828,
11,9.777492048017368,
12,9.776923541074687,
13,9.77809738530275,
14,9.777338663073586,
15,9.77712939330566,
16,9.777227744475612,
17,9.781400866789973,
18,9.778166315451683,
19,9.777678470538875,
20,9.77836225297338,
21,9.778767508559014,
22,9.777174190704056,
23,10.061724705100232,
24,10.265705105591271,
25,9.828475096408544,
26,9.554647843127457,
27,9.502545392063736,
28,9.500344881438782,
29,9.522218202368512,
30,9.654906473416748,
31,9.533918753713984,
32,9.394017255365252,
33,9.38338455996372,
34,9.382517625141276,
35,9.407344190499929,
36,9.402667475042993,
37,9.39079065968369,
38,9.563410460093513,
39,9.393708639981016,
40,9.403618931816029,
41,9.418088181635015,
42,9.441513604590948,
43,9.409743636361204,
44,9.377400613839011,
45,9.44244107835335,
46,9.604677326392832,
47,9.401110249634607,
48,9.410078574379684,
49,9.411792381713791,
50,9.413826279888386,
51,9.46397501373584,
52,9.419425364257146,
53,9.401515581502084,
54,9.435839384119172,
55,9.37744534282724,
56,9.406813340306629,
57,9.48829263177206,
58,9.44553750620481,
59,9.592663013714146,
60,9.380935547478318,
61,9.460211668568917,
62,9.53086699670219,
63,9.404742726715815,
64,9.467862146255518,
65,9.38759685802849,
66,9.422957103808054,
67,9.38178416518549,
68,9.45596996330692,
69,9.416611099219828,
70,9.483675494759543,
71,9.433284319521343,
72,9.453094079740278,
73,9.369009793392154,
74,9.463476785181284,
75,9.391969176794827,
76,9.378121696960925,
77,9.420491445843403,
78,9.401894378559229,
79,9.452596394251264,
80,9.433915287262078,
81,9.402202154736276,
82,9.393074194370346,
83,9.433885048179436,
84,9.470378718317525,
85,9.414681011925037,
86,9.373725082810576,
87,9.41276082263093,
88,9.400383232203003,
89,9.419754596607524,
90,9.3935131052659,
91,9.383445975678148,
92,9.54995575327606,
93,9.46602992231514,
94,9.348641398604649,
95,9.338315127312416,
96,9.432104454341191,
97,9.442246767449516,
98,9.424138289055714,
99,9.425655755478331,
100,9.464678605547226,
101,9.441249665729275,
102,9.373856849230783,
103,9.429415406390335,
104,9.40393101201842,
105,9.415835636265976,
106,9.444416181932676,
107,9.525481440020098,
108,9.50502601021136,
109,9.415307306379963,
110,9.424170130535831,
111,9.40618834882596,
112,9.475942240438105,
113,9.483435646544631,
114,9.411295428865412,
115,9.496977761872422,
116,9.37616615136575,
117,9.4882789496443,
118,9.42205494763823,
119,9.400957899437106,
120,9.523276151900768,
121,9.62121175599162,
122,9.731792556383695,
123,9.934916368574276,
124,10.242983427254016,
125,10.322708866890975,
126,10.054552697783953,
127,9.767170740163603,
128,9.890494138085527,
129,9.888582458031628,
130,10.024273067240005,
131,10.058458398359909,
132,9.90559241484838,
133,9.98351442937716,
134,10.064617251092526,
135,9.895700628697552,
136,9.698908143940654,
137,9.694181907088536,
138,9.774032163259042,
139,9.773219972307896,
140,9.772741968941313,
141,9.77290207793715,
142,9.776173242152227,
143,9.77210423111554,
144,9.774258413429084,
145,9.719284369247507,
146,9.71640807905542,
147,9.717017939908036,
148,9.71705686165624,
149,9.717471624961584,
