minute,ACC(g),grade
0,9.519538485746525,87.5%
1,9.482549617833664,
2,9.440427429944748,
3,9.457553072560684,
4,9.425808650920445,
5,9.682483487248223,
6,9.425778910207908,
7,9.578665529546992,
8,9.499886967137511,
9,9.514960372047636,
10,9.432874360958042,
11,9.441121111701817,
12,9.440814550382331,
13,9.44134919179564,
14,9.441253929746471,
15,9.441023003892548,
16,9.440917578920809,
17,9.611676672583071,
18,11.056956344594422,
19,10.016435315169122,
20,9.434524705804678,
21,9.433608154234864,
22,10.2146930887383,
23,10.037137994953486,
24,10.059717435660676,
25,9.962395388949815,
26,10.03849224295642,
27,9.991821330508795,
28,9.983452135607456,
29,9.960895422586589,
30,10.047471274765904,
31,10.058264274432876,
32,9.944998449447702,
33,9.874081786774372,
34,9.934061181897883,
35,9.91167594840732,
36,9.918607800809411,
37,9.849148227590195,
38,9.803953018131228,
39,9.842321112409786,
40,9.977715909220157,
41,9.87887057071114,
42,9.885593937309055,
43,9.878855009076396,
44,10.042632150605774,
45,10.044925265237682,
46,10.03336915052818,
47,10.027684095807484,
48,10.028282210286896,
49,10.021998496157316,
50,10.03099649124334,
51,10.04956865711784,
52,10.002840654141645,
53,9.970295218472687,
54,10.01012698300942,
55,9.805179337413476,
56,9.873738161325678,
57,9.938725433066876,
58,9.83796780359014,
59,9.834427733935762,
60,9.804786763827426,
61,9.798126945383151,
62,9.86272362783773,
63,9.846317897761,
64,9.913301827183911,
65,9.973016427626698,
66,10.040728183759413,
67,10.036779997540426,
68,9.877182211222127,
69,9.83838857371226,
70,9.858179285288008,
71,9.93719069438282,
72,10.02815342816296,
73,9.927613410623968,
74,9.862998125214888,
75,9.885992563638425,
76,9.870154780724135,
77,9.83078980487865,
78,9.830177950720907,
79,9.838858371825642,
80,9.85151307956138,
81,9.970737386136372,
82,10.05276556315958,
83,10.048942948270687,
84,10.052559706961546,
85,9.910314209548469,
86,9.930127157157177,
87,9.865389534363546,
88,9.87519408873204,
89,9.915611381396394,
90,9.794400873959937,
91,9.814403099034717,
92,9.961842091007268,
93,10.052195263713202,
94,10.035760919990183,
95,9.987161195630383,
96,10.013127208173415,
97,10.06143045851211,
98,10.006222135385096,
99,9.98876614768533,
100,9.921174739239769,
101,10.049510173096444,
102,9.904309543227445,
103,9.938949987045817,
104,9.857986736909378,
105,10.028688143420988,
106,10.06143600199629,
107,10.030767440244237,
108,9.938585039159246,
109,9.79872515216746,
110,9.892314403478371,
111,9.92002230833279,
112,9.892808005278107,
113,10.008759097154904,
114,10.04798216772434,
115,10.033819286637538,
116,10.049604235831644,
117,10.088148000440388,
118,9.860722734911468,
119,9.844665949248167,
120,10.033042159535764,
121,10.045815584969988,
122,9.991755536722687,
123,9.947757784127337,
124,9.827638826360843,
125,9.836999018862183,
126,9.920003946544162,
127,9.840131538883009,
128,9.844913637641334,
129,9.856241017263445,
130,9.90110072384596,
131,10.02432922932772,
132,9.992715441972166,
133,10.002032087767317,
134,9.901870335283729,
135,9.839400270440988,
136,9.977305338519423,
137,9.837984164732871,
138,9.858370306125256,
139,9.901204633032584,
140,9.859009304198482,
141,9.821851302429565,
142,9.776757263658464,
143,9.806918583214564,
144,9.867289800371092,
145,9.898551977799691,
146,10.07388289254698,
147,10.043345981404054,
148,10.018530627820926,
149,9.98866287522731,
150,10.02124246405885,
151,9.988897940037672,
152,9.903546683519597,
153,9.807896127107531,
154,9.959703943444726,
155,9.850367651795016,
156,9.855959227161698,
157,9.883068001840131,
158,10.053740971602616,
159,10.039678474715023,
160,10.035141894377388,
161,10.054820361184246,
162,9.85115230175736,
163,9.889387183677762,
164,9.937711521181251,
165,9.830512585417724,
166,9.888452891399185,
167,10.016208831137138,
168,9.985627156825217,
169,10.011675886450725,
170,9.87402415444618,
171,9.869942940443764,
172,9.986825059997011,
173,9.91307944163039,
174,9.89550230904425,
175,9.844416010090878,
176,9.8311025290733,
177,9.936998351871011,
178,9.577375280598083,
179,9.420466825955709,
180,9.659146192933663,
181,9.860930471274164,
182,9.832552762954046,
183,9.910895604347584,
184,9.809597094808824,
185,9.808288980635906,
186,9.977527432234025,
187,10.034166860263836,
188,10.03075111178567,
189,9.961474737542906,
190,9.974269022186864,
191,9.928610309449349,
192,9.97445388988564,
193,9.967098594785517,
194,10.060294477847869,
195,10.02942767899147,
196,10.060895204426595,
197,10.09991662321,
198,10.06274125980246,
199,10.063840701382684,
200,10.065438950197471,
201,10.056186645508896,
202,10.251580227160668,
203,10.112773582781177,
204,10.081102481120432,
205,9.880300273980255,
206,10.086243489353356,
207,10.46269995563516,
208,11.445693409418707,
209,10.807515729628808,
210,10.38779015533757,
211,11.379906901735191,
212,10.462927369501276,
213,10.225199797296025,
214,9.814887046283154,
215,9.891210940746276,
216,9.872465264435265,
217,9.869790891746732,
218,9.90416594296718,
219,9.955207872363085,
220,10.100393422770688,
221,10.20789048632674,
222,10.116823409029998,
223,10.057190332898111,
224,10.063523371404802,
225,10.06738749616581,
226,9.96508273301244,
227,9.942889187957324,
228,9.994813824664304,
229,9.99313269240115,
230,10.008287154495028,
231,10.006859902200976,
232,10.007132449513142,
233,10.006736817672648,
234,9.959135082438674,
235,9.922907877649015,
236,9.915568326211972,
237,9.91532773039147,
238,9.915632315789342,
239,9.91494266734693,
