minute,ACC(g),grade
0,9.835204944768089,64.0%
1,9.847980862978003,
2,9.853873447539083,
3,9.876166784004472,
4,9.946465414203525,
5,10.044624519763463,
6,9.9322942157444,
7,9.966790987949231,
8,9.97164829254411,
9,9.815984920262684,
10,9.752453875540263,
11,9.850050710306022,
12,9.862915654849036,
13,9.844675166994438,
14,9.84428028402158,
15,9.843837731867165,
16,9.843128225944977,
17,9.84267093775782,
18,9.84203994898471,
19,9.842637105688311,
20,9.842730756928438,
21,9.842479034469184,
22,9.841188551608314,
23,9.841899711605224,
24,9.841560212294713,
25,9.841673768237484,
26,9.841135195477026,
27,9.841062142141258,
28,9.841620123100707,
29,9.841327514894878,
30,9.84144214985284,
31,9.841676541354834,
32,10.348010837028705,
33,10.211819447852836,
34,9.9058042015472,
35,9.969359409285795,
36,9.845188379940774,
37,9.893092686198491,
38,9.88353816152708,
39,9.87902498931628,
40,9.924380694346263,
41,9.924154395389376,
42,9.867016370034484,
43,9.81197504208908,
44,9.919334527957194,
45,9.902916938549536,
46,9.890307951356904,
47,9.848240542637894,
48,9.861345056185865,
49,9.895092919452711,
50,9.865653149947716,
51,9.90153245817041,
52,9.899297605209997,
53,9.913220219102316,
54,9.86625942925477,
55,9.865125782573614,
56,9.870663885176546,
57,9.885375590262722,
58,9.881561098785394,
59,9.852834442010847,
60,9.896041790486278,
61,9.826723217836673,
62,9.864938026277038,
63,9.88014438667658,
64,9.855088811044158,
65,9.860280353680984,
66,9.900681878301214,
67,9.951282692712446,
68,9.8994039770216,
69,9.895703545521927,
70,9.868176097793183,
71,9.899587525255075,
72,9.89951168012335,
73,9.928619580111413,
74,9.845395429436133,
75,9.873517048636485,
76,9.876149753421908,
77,9.857317594327691,
78,9.85589926540351,
79,9.868056193238507,
80,9.853368043498332,
81,9.89194287736112,
82,9.871265763006024,
83,9.86168834697005,
84,9.904806554047,
85,9.90208414635638,
86,9.898252397449566,
87,9.887325899780814,
88,9.880859396221275,
89,9.896263507539256,
90,9.915947927220758,
91,9.89555753439807,
92,9.86079525749243,
93,9.894556807940036,
94,9.932371835266032,
95,9.86110310131333,
96,9.842161999471244,
97,9.86716512136891,
98,9.884950099421152,
99,9.880855498924673,
100,9.866789559918052,
101,9.886216263293552,
102,9.863022354970612,
103,9.883863090776677,
104,9.926632798663295,
105,9.866928740065106,
106,9.87371063592526,
107,9.870920554837776,
108,9.884459813903431,
109,9.868169814292518,
110,9.89506271442385,
111,9.886087448140731,
112,9.876114760886884,
113,9.864006855616385,
114,9.892246589404248,
115,9.895348957959344,
116,9.917055520809807,
117,9.919228346467063,
118,9.851888711059186,
119,9.871937413295468,
120,9.891776912682408,
121,9.896110324568856,
122,9.942468717677976,
123,9.873881536567172,
124,9.8794653185167,
125,9.874442233196552,
126,9.866685630414276,
127,9.856282242768918,
128,9.799302693737546,
129,9.85420314321899,
130,9.86263716672092,
131,9.882351752905684,
132,9.884595034658664,
133,9.884282893088814,
134,9.94735808750444,
135,10.063274162904603,
136,9.93552994208357,
137,9.897170834637905,
138,9.894771401697666,
139,9.926260851416638,
140,9.839427023488888,
141,9.98990827603443,
142,10.416050078730654,
143,11.646399096973788,
144,10.48542253089119,
145,10.425513517136064,
146,10.12228899208394,
147,10.1914413341902,
148,10.094673998889812,
149,9.878309135833806,
